y_obs,ca_obs,r_obs
0.004252186510450082,-0.00014773727949470258,0.008520017749527646
0.01792090574947548,-0.003496886210788158,-0.0014257280434070187
-0.017393393489173823,-0.029981979719731253,-0.022746233810625436
-0.019417642498018257,0.07319522439359635,0.07594109351257111
0.00291259022558909,-0.06935897609106832,-0.11386247899955934
0.018946956241343224,0.005659210750475962,0.11558996142697855
0.04257910584091165,0.04742605166751675,0.036431539707572284
0.021830815477169967,0.013958209330360027,-0.02042995650427435
-0.020620422856837774,0.02018523860476815,-0.06846758861217891
0.02301536628454137,0.03351746937310122,-0.08362862090421092
0.028898371861053172,-0.025125937756531335,-0.06619588581632165
0.05409311435651978,0.026465139809181606,-0.03669492367007444
0.03960961692180886,-0.022487818008808953,-0.04983588210393672
0.06883185082761893,0.011131962794627347,-0.05662115934857832
-0.005335171681981293,-0.028993345296094142,-0.04019429627740781
0.011433561278399182,-0.025027986916246716,-0.0297949437574753
0.0009297936553424729,-0.041763493940624244,-0.0056587245264517905
0.015577145834652972,0.07838750441995718,0.05315626243099197
0.0059815766182209,0.009403127549497733,-0.10516120692479451
0.014855468139989588,-0.04169505909188961,-0.1362780020902054
0.014471282738040268,-0.06662562603809911,0.04845486604578824
0.009469483422782355,-0.02415994492392952,0.14870268482624
0.032741043050517046,0.12010412222674048,0.11179339443775616
0.09106430315698225,-0.01302641629822689,-0.09506168782551287
0.05937348543933812,-0.07606123633130916,0.004294332467011629
0.02647456962486202,-0.08812314951946994,-0.010450951291888642
0.018302918930567853,0.023159343675551586,0.06182623800066474
0.016417873521344564,-0.03187545297770832,-0.06204045320993751
0.006181591229833017,-0.02095267983858242,0.01944592679010686
0.019836120258797545,-0.035803471516983654,0.04586002543496321
-0.018498708640915303,0.021975306402770046,0.08533640330697322
0.012210983162870344,-0.013821088023706858,-0.030383414290547757
0.006491185904776357,0.020602119446679962,0.03249575590405698
-0.008803734921065318,0.05645722765201058,0.01578939063913242
-0.015598507819519816,0.03169854518890973,-0.07698576024597766
-0.04622907546089858,0.05846188248318194,-0.08017181346673918
-0.02242927889308302,-0.0486180690980477,-0.1632433794820498
-0.021388801651016573,-0.024093193900544783,-0.030652337827610295
-0.054596409135022096,-0.039163032837681674,-0.025897030773347575
-0.009495266449982815,-0.01024384837957942,0.01417048040307464
0.03286718931581607,-0.0294378433279319,0.03766587182161482
0.034658325731237845,-0.0015749148027403336,0.0008776438263995738
0.015834149028107772,-0.017549144108671852,-0.0800695793292915
0.012450121408500762,-0.012148772719907077,-0.08078467291821556
0.025041762159981534,0.004689713899185519,-0.03879266990497874
-0.020251473412283023,-0.015861503722479273,-0.03174628318649247
0.04113201644233119,0.0029096677824304346,-0.019553455526696115
0.05449542002736226,-0.03252724943020668,0.009474830456074983
0.005458617888342596,0.025068781927781447,0.028230108728265965
0.015371195995878502,0.0392450621423359,-0.10048202727666783
-0.030938862252379438,-0.02527616518567617,-0.011012271554131108
-0.0484992351997779,-0.003187699215920452,0.038354567324319966
-0.024968552601272866,0.07889856826504064,0.10591584861020417
-0.03748731102922022,0.06295761231191563,-0.016583197517313512
0.0011029548349356993,0.0923930247247226,0.011185213979216423
0.006156116312217141,-0.013752258090938692,-0.05104629978887708
-0.06213156232575052,0.05487441039177296,0.10527221820996607
0.009000801746103675,0.047505778916424976,-0.050079896450188184
0.07003085698773519,0.07588424833360206,0.025678911931777022
0.08960397307544524,0.05331855527824299,-0.06217545351006266
0.04983745591350567,-0.09817264633825791,-0.15952712616493406
0.0003445491399907538,-0.05713629730681012,-0.012768692245025625
-0.0029956654795722485,-0.010687415481303733,0.005414262138190585
-0.0241617277176077,-0.0826840772659606,-0.03525096091112842
-0.048599339967171876,0.01022253779691733,0.150015555517653
-0.028557478183272884,-0.006841869152534218,0.06073470041006822
-0.06945518993139461,0.04204532805888079,0.11009451918172808
-0.0031061135770033693,0.01662609972051544,-0.03481361079816765
-0.03346127740683024,0.006009123168837675,0.0019021803345994639
-0.001774244893839753,-0.07289126386816898,-0.00872932248901444
-0.03990357483405618,0.0488174336601323,0.09972909221503783
-0.011333167687404494,0.03141487504594996,-0.09618371467789677
0.005448709203874556,-0.037099717279722444,-0.10840894657287732
0.015956127598905502,0.008937416144406806,-0.026007092939751127
0.009943944579924589,0.02271818662624261,0.01803758911545429
0.028232558287286574,-0.014835650595746812,-0.0029247565447081776
0.005044445291202803,-0.13394302734448024,-0.03736011804474312
-0.05305998399729551,-0.010643282942327508,0.1644903767463697
-0.05275468417149702,0.028592747250216013,0.14345221513211082
-0.06981929832630866,0.10196618391034935,0.0624728447955743
-0.027953064945801066,0.12579878495875457,-0.04632672119744197
0.007302639014823545,-0.09085798069761777,-0.13128248460993894
-0.010003357111058705,0.03742234328050872,0.14936194985725562
0.018441351498246526,0.01414575625549425,0.0015621198137859616
0.012532069098854045,0.02033207074439571,0.06023523124944485
0.01974292238177494,-0.02641825743435919,0.03004148107651264
-0.024030601597925232,0.06407746716108528,0.06487966157082901
0.03214332660385591,-0.009971238186811495,-0.1332836800273581
-0.0048728932851142895,-0.023989156557774206,0.05600194871492113
-0.0251288982793761,-0.028312838407558456,0.015378263089123375
-0.06256060034873899,-0.008010515810158443,0.08950223155124
-0.006105066729697738,0.01845907109280873,0.03676351575899631
-0.03725517635042537,0.00725141834696297,0.05995451557964678
-0.025893056536169322,-0.019718350578651726,-0.08174319962561628
0.04976567954179017,0.029010346860896957,-0.026996689993619004
0.05077907233751947,0.01139777511880771,-0.025520190590139394
0.07105919291324839,-0.13667897232628806,-0.08036646521788246
0.07819325186673012,-0.07062213171877266,0.06776689944920536
0.04715188214010039,-0.013930890698626313,0.06671184987688232
-0.006440080693935873,-0.02012185596252905,-0.025783486373311935
-0.009302934318026281,-0.07050199717180843,-0.05436756472577993
-0.0298760474708379,0.006998217199705339,0.09986225551286304
-0.015231082730496556,0.04094506528980808,-0.0030652906796328383
0.019236850761858923,0.031176663965149162,-0.0781468197570121
0.028836540609957308,-0.009034636079698012,-0.0701509451632421
0.027912301498772208,0.03269317426346467,-0.006437619239043756
0.006274737909808926,-0.03316386601133947,-0.06783093640626192
0.032997009256930124,-0.013193272369324209,-0.003050790799735745
0.020393151257482492,-0.002045331525119922,0.006424786134890018
0.02165567659211465,0.07641086190903046,-0.008726292710928476
0.0371051151974981,0.09009642108824358,-0.1319901144817349
0.0207180525086185,-0.021878208749369264,-0.1505885963777081
-0.02321800364978679,-0.04029808999246291,-0.011434870235138268
-0.05245075355430313,0.02429584383764331,0.10703836477664769
-0.006865155207017668,0.05828214008409158,0.016285933079652187
0.009837595303607281,0.013951527182172081,-0.02543546960330864
0.06439957784829267,0.021033200682360954,-0.041043511571415815
0.014214967247153844,0.05206155954449947,0.03357949065183208
0.0014757973584760783,-0.08275347068073878,-0.12100768773837871
-0.016690427969062657,-0.0040682779424736385,0.030750552455347215
-0.0282256754014435,-0.05636090452847423,-0.04540534148353124
-0.018666795216559645,-0.054729600415571726,0.06214402243928228
-0.01081292417157137,0.018085565927433014,0.06021095550260829
0.002253955791080688,-0.021773409959501576,-0.03495302373779656
0.02031843328195549,-0.026738036344120517,-0.02939962155434188
0.016047416317229515,-0.021968714883479314,-0.07806177951650954
0.046148501303738314,0.026983862640719933,0.0050624933160208
0.03908931175002642,-0.01200825513953335,-0.04822336642870672
0.04172860810750988,-0.0013762153315879048,-0.030211437336154806
0.04933470945756771,-0.059774996223624415,-0.013611274837405606
0.012693028483937472,-0.06759918542267895,0.0827663307828539
-0.005242291116682774,-0.07149207471148931,0.06098735479016985
-0.011142587862464486,-0.0027655190858682788,0.10972382793540758
-0.018681382895112474,0.04519023915080719,0.07722852987331418
-0.04375944980938521,0.030009276008176645,0.022194966137679833
-0.029664502742244452,0.05659870304109216,-0.01403605796091811
-0.0037990048486057993,-0.0052555448442371065,-0.035173544960162215
-0.023345456692392103,0.05168157803163329,0.014889571108147391
0.009854585005395908,-0.04759539331758923,-0.16240356513069962
0.004772943620590508,-0.051392671514418405,-0.06471923802244779
-0.012288398889734918,-0.06733345925198206,-0.0033251777637332645
-0.01602228133082051,0.030907220423488164,0.11194837980098041
-0.03064953149024505,-0.004489111716283546,-0.0017380102078480503
-0.01965895325896688,0.04351930787696732,0.07660588116057111
-0.029492058577929824,0.06835530629777643,0.03670390658628392
