y_obs,ca_obs,r_obs
0.05779143243916335,0.0249885961592056,-0.05603483739878181
0.0178869150816151,-0.04651496791303417,0.02448551692070025
0.03699691299561045,0.014955780728823824,0.054655781960367585
-0.03483087734220975,0.04731660896344876,-0.05301721682727287
-0.05653069620793278,-0.029050931277616415,-0.15248694071317792
-0.011485677269661671,0.025544328470036834,-0.08668151492091333
0.016270589433424354,0.029952522811071705,0.015621415614761623
-0.014304678243170742,0.060158334864610544,0.0009567763910839321
-0.025822408685109707,0.011043355221085183,-0.013075248198402625
-0.030224198532814446,0.08471063572712421,0.06174644138225993
-0.067073531922842,-0.05223299068343491,-0.03106802462786229
-0.025852242138387983,0.13632710496780112,0.14367939245880568
0.026063432672344386,0.06424106855221895,-0.026450889578839024
0.001435133642690446,-0.06416799194152221,-0.05188310902180629
0.0007986297099358435,0.07976200276286517,0.011915371767205807
-0.01717717928137564,-0.04545634922019517,0.017530366056872103
-0.030529522122064386,0.03679298806542542,0.0812200191195735
-0.0049381281088095785,-0.014684954705223664,0.08165114007064853
0.008679232756146332,0.015930855132904813,0.04009126694089221
0.0152848859437325,0.01916047194314027,-0.14399095006188764
0.018843655740876666,-0.045002508448286724,0.018655758342824902
0.03358765952242333,0.06314480582942421,0.10208548219031091
0.026330023230709355,-0.015349421504648278,-0.11365190205983144
0.07427913420259735,0.08081429421581593,0.0036218345214161438
0.048218750599218735,-0.028160066666285365,-0.10143462205296153
0.019366543243647373,-0.07212224086396177,-0.03712004313604777
0.0011255471850894622,0.017755539269337508,0.19560158809567374
-0.005596988086407365,-0.1287174492679836,-0.03832779253837832
-0.002197524004546536,0.062290552066132876,0.21725347231199857
0.020253758983264196,0.03543092491968158,-0.0011517613606477108
0.016320459336382678,0.052166407601860226,0.012097426108566654
-0.0034371674910302964,0.03190378798465762,0.07758790517418984
0.01659545331985981,-0.02295726015801405,-0.04542046577388538
0.0680253996865576,-0.05529395363418807,0.05232768299831768
-0.05392517391059087,0.0932906272372819,0.04768161365422749
-0.01163166302047437,-0.011423234579802953,-0.14497225837163005
0.048832141345633295,-0.039419162614672314,-0.012483563562785353
-0.018986356517069987,0.04428034585498901,0.051102343709270935
0.02228361437493472,-0.05618454064891066,-0.0815386513765864
0.020571561504690583,-0.02200083048388675,0.06821596613502832
0.009053395733787365,-0.04517830051180698,-0.054821537735340736
0.015458455612212669,0.08207560811791006,0.06400943796690123
0.03151526565496077,-0.10250475083496768,-0.005280413071139578
-0.0005122032046360955,-0.03581020002280227,-0.0022444331187451046
-0.0275645275953302,-0.01450581845729352,0.012998949282578526
0.04020877076602663,0.09756238638910797,-0.02039367616302151
0.026012602632993605,-0.07551768064866965,-0.12539277766134538
-0.0001709007115026813,0.021717148919846486,0.043042192652055826
-0.011634351303218542,0.10405065635261403,0.060901376715866276
-0.003604980346667886,-0.029063492054276923,-0.09411394990457544
0.048439151156886004,-0.015111027982692288,-0.0974020633735017
0.050770974723167085,-0.09190713647906519,0.041410943498401125
-0.051396025893864425,-0.0033784112703236224,0.014758697948208839
0.02122361988866732,-0.07446300003496437,-0.06416403585260347
-0.003719683644222798,-0.055644063209904504,0.08263911431559104
-0.013970805255690024,0.055710088088542255,0.10466885275544097
-0.04856724476710246,-0.04738074740621157,-0.04114000554944208
0.01782644381947803,0.09160637832376112,0.028571183773436197
0.006860255644522736,0.03676235110227334,0.021714760410760058
0.06880686825307206,0.06754028847663955,0.09524285628294328
0.11027749377547354,0.013411643339056312,0.023297430505976928
0.05698142090217725,-0.05307719484188673,-0.08726903240807198
0.0032357749426824706,-0.019375567486750518,0.0689315637062858
0.08827741815995682,0.008192756063719296,-0.08658739647837635
0.10202247445237386,0.07157517312098151,-0.07761727660015136
0.07397682947339143,-0.017154228162733702,-0.11865894133757632
0.15930039331538154,0.0026299267351343955,-0.12100007968849844
0.09036041036921873,-0.17313620333707946,-0.15771737439571787
0.06099958366052977,-0.056788099869270775,0.02920045133104227
0.0047075032644870625,-0.037058084798286685,0.02586664980952323
0.008560997859121103,-0.044029702804710844,-0.07637491250127532
-0.0028614970732094604,-0.0032841907050968414,-0.00641684236794684
