c_obs,i_obs
-0.003229164475080562,0.021403362644801756
-0.0025734680852917574,0.03368796532604086
-0.00448641136254096,0.021363974448862552
-0.005178256472095213,0.02940437030592073
-0.0019386340926149112,0.03273389973719417
0.0001629191275688822,0.017669466491351603
-0.015060161123065617,-0.03643938998543731
-0.013721158306831325,-0.050776628066158014
-0.020351100602101272,-0.06967956831075929
-0.028995725475721868,-0.10104708254987411
-0.029089919953670003,-0.10646059662500547
-0.028583924370112625,-0.10610786373887762
-0.02628926969552909,-0.07932067281880273
-0.03489258928710969,-0.09036311561931647
-0.049641691033543614,-0.12877068605039835
-0.0511929013073503,-0.10665583705212117
-0.043043682960325694,-0.062078136332383904
-0.04184743111524235,-0.03815789816800603
-0.03334494401364949,-0.03856521876207299
-0.044706858642032485,-0.04237744704487276
-0.0376932195538804,0.0028169444662782166
-0.028318992507381034,0.019959101431087485
-0.03577627401086455,-0.03226776154240674
-0.04012710650948605,-0.02752610109576143
-0.03614776085449039,0.0024548228828008374
-0.028679104291054462,0.0018735118017537118
-0.040153908031209475,-0.04901740537367642
-0.031097127506240985,-0.009213165232407203
-0.030365510433113765,0.003068206071480927
-0.03059723470284684,0.016533443582973418
-0.024458473028550805,0.011785408587954502
-0.025264342428904685,0.04511699879684171
-0.028897504799161856,-0.00126315263533647
-0.03709804230912385,-0.023963931069530205
-0.028670387378087504,-0.03156589979967624
-0.022192935518596028,-0.015631316158675277
-0.020040373694473874,0.027050909453251403
-0.025040914813327094,0.018381578539954084
-0.015054726378785743,0.03879893505536634
-0.012221791475189064,0.06928378032336525
-0.01364987516573512,0.02687056443886922
-0.010388152786278346,0.018703966196946222
-0.017971517492694145,-0.023334406177136065
-0.02685988991359077,-0.05722741470003533
-0.030004439040694667,-0.06691244730658714
-0.03547301144862708,-0.08129019189019769
-0.04007363330958964,-0.08513483063237384
-0.041796285120305914,-0.09998494270453438
-0.05182830426617021,-0.10993593779322379
-0.054836823153658,-0.14136627747764918
-0.061542473006445955,-0.11809620430593731
-0.057788718902093104,-0.11027384209615605
-0.05864673467131801,-0.08647791069276878
-0.06188383418743552,-0.11149490100851187
-0.0709024286441717,-0.12256984183419872
-0.06540329294473984,-0.105289563160552
-0.08086253746903894,-0.09416831776241252
-0.05449827462502436,-0.044396447619038035
-0.06386037399907636,-0.03886297607782079
-0.06729380754272958,-0.03765798009939732
-0.06646556969957497,-0.05826105047277794
-0.05621911791050162,-0.014603060775900272
-0.056011085668065966,-0.00420074727849278
-0.0665207100346771,-0.02023800716078941
-0.05607785851703789,0.016641995039844842
-0.049897294519512865,0.01108825513808077
-0.050095921597646226,0.0123420045948617
-0.04436430953406847,0.03335588356998954
-0.050747012124068624,-0.007763447769200538
-0.04055981826219311,-0.004167622594437919
-0.04477047010631896,0.010664821612211883
-0.0380767721522384,0.020823843582557105
-0.03578062183868735,-0.0010691581454019706
-0.04106229338663338,0.0032791149294219214
-0.038301427313757755,0.05102965818632797
-0.028806004968542687,0.04137104270827016
-0.029171790043691186,0.023445702660888912
-0.022527638421515207,0.03340382157957117
-0.021878318644474565,0.0788092830765683
-0.020275975588376627,0.0813374179495547
-0.006201902072740684,0.09542771087244155
-0.009077641025272695,0.07288705449208849
0.0005377260335219555,0.093947626823743
0.0014206011911665965,0.10565991168166133
0.008628611689505353,0.09715243981542288
0.01014488250760014,0.1024871313815197
0.014750088760650532,0.08306274507241242
0.006075889479186044,0.04751807631316816
0.008467314859169215,0.03671972982099514
0.01107239300980889,0.023384500680315768
0.005153389202473865,-0.02152597626270197
0.00709141601079372,-0.003135526638148745
0.00942152342162936,0.03185368865600708
0.010148106324492338,0.022535243075973356
0.010753140750124379,0.025843571463658357
0.005128431987097977,0.004126717868413949
0.013071085830183255,0.03843903560081875
0.01955738494427772,0.06712054854068841
0.013514729728005558,0.05251063967566114
0.0149448493626477,0.03382349870477247
0.011717464124483167,0.03562963679662308
0.02160768716950012,0.042460476873375126
0.020612269530372408,0.036553178655165795
0.027073036617737523,0.06699189323889171
0.03490474601219654,0.10208408093683354
0.026817257407412014,0.03876387181044438
0.02787253876634129,0.011594289771209992
0.0329512588677817,0.050374124549799566
0.026094242987588154,0.02139342307338128
0.02133166409822973,-0.004851432802440124
0.030421883747696426,0.03632082707554455
0.03413592198406013,0.05050831793586461
0.026507900528290346,0.015739692447667535
0.03274392888840732,0.05225687933965101
0.04028906655259375,0.03666248671865258
0.03514259983073554,0.048908129645549914
0.034206172529198685,0.05040942542096175
0.031270005432002264,0.02606030363966936
0.03560653161819401,0.04078511821878072
0.034532843067388914,0.03344631263118828
0.025142716635421357,-0.010028023259907445
0.021260201333639088,-0.06089827106745664
0.013604855805078335,-0.08508018866694898
0.01929447160670504,-0.04885245126493988
0.0147726561153123,-0.031870524890014504
0.017199000517696416,-0.03162962874779953
0.00791058854534196,-0.03541045000897596
0.015067628525502426,0.016492272911841847
0.01774571751813469,-0.007537489620144233
0.008459406756289764,-0.028143076942583684
0.01042461447963736,-0.02705304162879602
0.009243090135271142,0.009472615180188396
0.005632153486096316,-0.017150607415297756
0.010315232788796761,-0.007561237567186218
0.018204875421991264,0.03562339411373439
0.02276346714212478,0.05127419236037889
0.024429153870661118,0.032769778422040076
0.019032995631782727,0.026017546715979424
0.02851997662797312,0.07536837417806046
0.02785848258620097,0.049574924269291096
0.03448804375940416,0.0771574603737198
0.031506816637020214,0.07180321300196345
0.03575728008606466,0.06616551418691598
0.03354778605671321,0.06989702732149258
0.03956035185834328,0.07518396112975533
0.04545057189266452,0.09075720346813584
0.04801598898051062,0.08536468977921391
0.04645921400976379,0.050225245226673494
0.03844852842397423,0.0016805656286870716
0.03910715338580102,0.02213644533215138
0.042773982489846187,0.05277483303639521
0.05273903705410946,0.11058918292843543
0.05679291246783939,0.09879669884219375
0.04843584748961541,0.04547274633142333
0.04980965992983436,0.04602911577834093
0.045199042808049726,0.03525393606152586
0.04583091751835468,0.031380462456442104
0.047091289308953094,0.032224110232430464
0.043278085763738684,0.017000154668986793
0.040716256798608505,0.022240702235403052
0.04042356658423694,0.010884881328572184
0.03950622533754867,-0.016877123831143783
0.04118811370349377,0.024451745845209434
0.0479003469971698,0.02048459741146058
0.0421357386938284,0.033316682464546235
0.036985032966365725,0.005139490551987822
0.03919410450171627,0.016888196889234208
0.043643888631595976,0.012151577967086016
0.035639390021270846,-0.00857390940524258
0.035525290715183074,0.001992706258310626
0.03443598805624494,0.002220107101644646
0.039161194181207684,0.031659400032732266
0.035952097954664974,-0.0019084120680176952
0.02462223999378638,-0.04837866170346951
0.02665268911465441,-0.000613127887695005
0.03115056581046199,-0.014701101633751233
0.021136866921132796,-0.037447809478494964
0.014491876080845824,-0.09017583687543226
0.01342023373325518,-0.0736121657914948
0.006072140394084714,-0.05306964626593071
0.016933950578165914,-0.007974862787791113
0.018894109507316608,0.01058600761043291
0.02423992284429111,0.03346835033124238
0.0229756456726445,0.029734847212683366
0.018941183319942524,-0.005813424978648681
0.01458677543600507,0.005651783342320619
0.019128044306787204,0.020039784187493775
0.016726177678118764,0.0210323761645767
0.02264981218491869,0.03524902313460861
0.023941810717050885,0.021156918848801262
0.028598199843793217,0.04401193548054293
0.01627807352163378,0.010941547032568999
0.009942788451136912,-0.05705987084042503
0.02111333934583064,-0.0030294379260944054
0.01407040590161613,-0.030319224284322675
0.02041065003310593,0.007716037071600409
0.021597991917165025,0.031141858430158795
0.021661404258045445,0.040529964001631634
0.021369593403768698,0.035512708919844066
0.026535090459924384,0.05729212720516069
0.02845194197976793,0.05043010659990232
