c_obs,i_obs
0.016766286847060538,0.029295806784960104
0.011524047530339294,0.02828072817248489
0.01550927535763571,0.05607125057982172
0.02517338356176863,0.05872749517576848
0.0183701592524814,0.0490356111309891
0.010251881983608673,0.0024938296819168437
0.01820296867542326,-0.022481029233609937
0.011007093596343056,-0.00856014449777553
0.019401005448704763,0.029925525139266388
0.011907295305831253,-0.006156962891798691
0.006607549184454363,-0.03523382654352509
0.0013455107248052246,-0.0560843876685585
0.0018218443822573854,-0.06065509217640883
-0.0006919508720008519,-0.030531492360152023
0.004400737183783983,-0.013732986317191486
-0.0017867705652138306,-0.04784052254160984
0.0007674488447919377,-0.015931550690992585
0.0067579707748693235,-0.007572852630881144
-0.005536430758828432,-0.05953747031581396
-0.0035118655397918044,-0.025527038624868093
-0.010947283879545574,-0.06876444086611959
-0.00964454779088317,-0.060877541203831015
-0.016629687129993718,-0.06021118929440926
-0.01320300868030556,-0.019604323599179876
-0.009036280621262044,0.0005797446073636248
-0.004044313841752712,-0.00015693210070376025
-0.008518693988647148,0.021092420367165604
0.003169036379709795,0.08027610095416415
0.0002801298929865099,0.044879041200807344
-0.0043861853333325386,0.009273535223566214
-0.005359526000155891,0.008717889709438164
0.0013798141750744357,-0.002714649616165226
0.0026692311369442942,0.039645682389816424
0.0030207782381665993,0.022634698303742175
0.010646187281247508,0.04220512440803411
0.006714117644068528,0.0189202127995394
0.003669838681174349,0.007081495788076901
0.0013791570485525637,-0.0105004532600975
-0.0005749916374631121,-0.015767675342271203
-0.0033615531932108915,-0.0044561937465165645
0.0018529048782809044,-0.006459440956924321
-0.0002409373498249588,-0.004223481673445761
-0.0020678550497301917,-0.028154606763469116
0.013365415901444922,0.02356887399788627
0.0022842517306946395,0.020520555324573662
0.00025707202754813045,-0.008596915791238769
0.0029638791647956884,-0.022092894549882225
-0.0007623268169155571,-0.022820852327013228
-0.011968546459924335,-0.06488122363177887
-0.013270690871589844,-0.05155861818693437
-0.004959561449929671,0.004905694573431588
0.0022254763313209348,0.01685385845229556
0.0023138290617214547,0.016266463617702415
0.00977240568222421,0.042461136996189634
0.02023486787284329,0.10239769200604076
0.0215314746988116,0.09759560464648953
0.02710952708612705,0.10635924972721841
0.03276155310622105,0.12746047935654772
0.0314850186907753,0.1300398576766869
0.037722239798733195,0.13166638369637057
0.03704392991019638,0.07375085593855894
0.031897734415034754,0.060547341982036866
0.037854504923262984,0.05702714347488195
0.04160493535730797,0.05935559151294806
0.04127277654561336,0.04457749961966909
0.039162910767526,0.03734782733037173
0.031524886588689564,0.012886735900800264
0.031520867069667745,0.019328766955903832
0.03225211725639302,-0.008748530367612164
0.027789822626135333,-0.012010956573130139
0.022831538048591452,-0.024706678912438745
0.017925606635151383,-0.04481084816222614
0.010646536384854164,-0.09112218303225372
-0.005155979290091888,-0.1375889359818826
-0.005125642608565437,-0.13113509520596536
-0.012207309654016014,-0.11664810321364058
-0.020803552969476984,-0.15664694869325607
-0.029193338254050023,-0.17550506094484414
-0.035005958969611325,-0.18492259957606658
-0.03763944270680752,-0.17985458667930534
-0.04405034294544794,-0.16735149043938521
-0.05450766864171784,-0.15856717849091892
-0.03977429868546334,-0.09938279646297188
-0.04418596706714749,-0.06571378138794569
-0.05051913838889412,-0.0942757577117128
-0.05229465933514192,-0.08956128219876948
-0.05687351113108471,-0.09689905109547689
-0.05438195517938023,-0.06801234730886432
-0.05893405583322439,-0.0735100021198021
-0.05806960650954781,-0.05357677789256591
-0.04521138916360795,-0.005592937893344673
-0.03979468006149631,0.019905413950858604
-0.04066524895607155,0.0316083272761673
-0.030840033439591585,0.04225920428036171
-0.02923881814100688,0.04843326229929906
-0.04959468290437285,-0.05748080182006043
-0.0506073863866025,-0.05510572835835099
-0.04833426538739786,-0.0904218164107164
-0.06268404576316126,-0.09684467439526567
-0.0604352164310566,-0.10968894707646419
-0.06215734310584076,-0.08221457642256572
-0.06494631202319039,-0.08524729613309943
-0.0714547208472552,-0.104267197187441
-0.07177594491568083,-0.10873801646985926
-0.05962581623822067,-0.05555238336253093
-0.07183576384152837,-0.07317521365592349
-0.06458961465731564,-0.039287749570182
-0.06612992723974928,-0.05643763428615015
-0.06731270731225046,-0.057523444012027816
-0.06436064232345289,-0.02374316583935095
-0.0612868068219343,-0.019450892925292035
-0.05433076269541074,0.036115001472277905
-0.05753657649153859,0.002367875080937538
-0.05446309361102932,-0.025499188692581765
-0.05465758071354063,0.00016932251877250213
-0.05128411389860683,0.008568406614307758
-0.037520257015088244,0.03902642427957838
-0.051888791248304277,0.005146530943498557
-0.050979043523723504,0.020137842221690398
-0.05034950544888621,-0.01439802303027522
-0.052478298475156525,-0.03678423455464941
-0.04298915396010268,-0.01633634416298224
-0.036580502681439246,0.037567840870014926
-0.038807056801844896,0.028052549165691536
-0.02466679598477755,0.0909775629037116
-0.026456627217212397,0.03869936718004045
-0.030961901990699165,0.021820116533920554
-0.03027526918350327,0.009995133664090015
-0.02961975833368554,0.01928975558281876
-0.027774845735097944,0.03486045408166554
-0.02486115171690093,0.02182727825654359
-0.026827635478728254,0.005184280829067484
-0.02640438376239921,-0.023949265154615176
-0.025122094776969014,0.0011198607697227034
-0.022172861067637478,0.02166838629061461
-0.016602656984362744,0.06276247263124142
-0.0032917004349439427,0.08115924977593525
0.0012318441623804677,0.08781897409105807
0.001154763967314603,0.10722069601017714
0.011932312083425024,0.09446439542519233
-0.0012296273542524326,0.03252551152098442
0.005708638701327248,0.046762060670549596
0.006063184430366814,0.021862507793720506
-0.005003118455480788,-0.010631494748009946
-0.0010995097055150043,-0.01628613597379613
0.000501046699159991,-0.01328028331846625
-0.009061031128924035,-0.06411663777113194
