c_obs,k_obs
-0.109552992111303,-0.7446544988228084
-0.11379705782697845,-0.9787363454790451
-0.08810357447569733,-1.0280414728042235
-0.06780482325432072,-0.8633438563818504
-0.05557031227070708,-0.7250559041868473
-0.06950287215308948,-0.6677922556603483
-0.10896503143779321,-0.8530478968458777
-0.13214506515842905,-0.9999496855267136
-0.1324229671684509,-1.3752862719375427
-0.13349475879742748,-1.3726865867767992
-0.13892532270738245,-1.405422930873325
-0.12479605050590452,-1.3422820961366222
-0.139458350873194,-1.3088586711401242
-0.13427492507389702,-1.291388252734452
-0.14613428419799823,-1.3212956822856248
-0.10633353564548972,-1.4786580289351596
-0.09927396646390585,-1.1627669672309233
-0.12404244604498123,-1.132009074432698
-0.11239306163418311,-1.3231542518505426
-0.10538368581368647,-1.1887276369617124
-0.09579442790073935,-1.0678804564795998
-0.07859556624505011,-0.9632515654096908
-0.09265741959889563,-0.867652996791646
-0.0684739997217424,-0.9209451551848692
-0.08315090734605984,-0.7091739386301792
-0.06497426331207698,-0.7463604565510437
-0.061690248606236786,-0.6040018855044965
-0.04488944150200264,-0.5992539469643029
-0.06407093086769994,-0.4211517747374201
-0.06676552845281428,-0.4692493306543211
-0.0754845289875829,-0.5745652056455092
-0.08202954898829001,-0.7197331125153604
